Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans4,17. 若已知欲測量的訊號與雜訊的頻率範圍不相同，一般選用濾波器(filter)的方法來加以去除雜訊。請問若要濾除如電源雜訊般固定頻率的雜訊，應使用下列哪種濾波器？(*158),帶通濾波器(band-pass filter) ,低通濾波器(low-pass filter),高通濾波器(high-pass filter) ,帶限濾波器(band-stop filter),201704,(*158),8
Ans4,36. 在醫療訊號處理中，將電能轉換成 1 至 10MHz 的高頻聲波或振動，打入組織內再接收及處理其反射波的強度來構成影像，主要是應用在哪一種醫療設備？(*163),心電圖機 ,電腦斷層掃描 ,核磁共振顯影 ,診斷用超音波,201804,(*163),8
Ans3,26. 對於電子簽章的敘述，下列何者正確？(*159),電子簽章是使用自己的公開金鑰對文件進行運算,屬於對稱加密機制，採用 DES 演算法,必須將文件先以單向赫序函數處理產生訊息摘要，再以私鑰對訊息摘要進行運算產生電子簽章,電子簽章要應用於醫院電子病歷製作，目前還缺乏法源依據,201811,(*159),8
Ans4,27. 醫療憑證由醫事憑證管理中心(HCA)核發，醫事機構憑證宛如醫療院所之關防，而醫事人員憑證如同個人印鑑，請問下列何者屬於醫事人員？(*163),護理師 ,職能治療師 ,藥劑生 ,以上皆是,201811,(*163),8
Ans3,40. 以下何者不是醫學資訊對電子簽章的要求？(*162~163),團體簽章 ,可偵測是否遭到修改 ,可察覺的 ,可解碼的,201904,(*162~163),8
Ans3,20. 以下何者不是醫學資訊對電子簽章的要求？(*162~163),團體簽章 ,可偵測是否遭到修改 ,可察覺的 ,可解碼的,201911,(*162~163),8
Ans2,21. 在非對稱密碼系統中，傳送前是採用哪一把金鑰進行電子簽章？(*159),傳送者的公鑰 ,傳送者的私鑰 ,接收者的公鑰 ,接收者的私鑰,201911,(*159),8
Ans1,25. 下列何者不是醫事憑證管理中心(HCA)核發的三種用戶憑證？(*163),全民健保卡病人憑證 ,醫事機構憑證,醫事人員憑證 ,伺服器應用軟體憑證,202004,(*163),8
Ans3,25. 以下何者不是醫學資訊對電子簽章的要求？(*162~163),團體簽章 ,可偵測是否遭到修改 ,可察覺的 ,可解碼的,202011,(*162~163),8
Ans3,36.某醫院當機一天損失慘重，從資訊安全的角度，這是資訊資產的哪一個面向出了問題？（*9）,Integrity ,Accuracy ,Availability ,Confidentiality ,200811,(*9),9
Ans1,37.下列何者不是防火牆的資料過濾方式？(*9),Fourier filter ,Application filter ,Screened Host Gateway ,Packet filter,200811,(*9),9
Ans2,38.下列有關加解密技術之描述何者正確？(*9),非對稱性密碼系統，因為不需要考慮對稱性所以速度較快,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,傳輸大量的資料一般會用非對稱性加密系統直接加密之,醫療憑證管理中心採用對稱性加密系統,200811,(*9),9
Ans3,39.下列對醫療紀錄之描述何者不正確？(*9),醫療紀錄內容可能同時包含各種不同來源,醫療紀錄內容可能同時包含各種不同格式的媒體,醫療紀錄在醫療行為結束後即可銷毀,醫療資訊系統之存取控制宜以醫療紀錄為基礎,200811,(*9),9
Ans1,42.有關我國醫療憑證之敘述何者不正確？(*9),醫療憑證由政府憑證管理中心(GCA)簽發,醫事人員憑證有如個人印鑑,醫事人員包含護士,醫事機構憑證有如醫療院所之關防,200811,(*9),9
Ans3,45.個人資訊隱私權之核心概念為 (*195),家醜不可外揚 ,君子應該隱惡揚善,個人應可控制其隱私資訊 ,不要讓個人丟臉,200909,(*195),9
Ans4,46.下列有關 Public Key Infrastructure 之憑證的敘述何者為非 (*185),可解決無法確認網路上每個人的身分的問題,憑證可視為個人的網路身分證,可解決無法在網路上安全的傳遞資料的問題,憑證應該為非電子形式以避免造假,200909,(*185),9
Ans4,49.下列何者為非？ (*173),DES 為對稱性密碼系統 ,RSA 為非對稱性密碼系統,對稱性密碼系統有金鑰交換問題 ,非對稱性密碼系統有金鑰交換問題,200909,(*173),9
Ans2,11. 那一項不是電子簽章的立法原則 (*182),技術中立原則,不可見偽裝原則,市場導向原則,契約自由原則,201003,(*182),9
Ans4,14.那一項個人醫療資訊隱私的描述是不正確的 (*193-195),欲使用個人資料需取得其同意，即在充分告知下行使之同意權,落實隱私權的核心概念是個人資料由個人控制,個人資料受到保護就如同個人身體需受尊重一樣，其核心概念是尊重個人的自主權,隱私權是僅為保障個人不可告人之祕密的權利,201003,(*193-195),9
Ans3,28.若您為某醫院之資訊長，某日突然收到訊息貴院所用之加密演算法遭破解，下列何者作為較合宜 (*191-199),立即將所有系統關閉改為手動,停止接受健保 IC 卡,透過原已建立之管道了解事情原委，並加強監控,不管他,201003,(*191-199),9
Ans4,30.許多隱私規範皆提到隱私官的設置，下列何者非如此設計之原因 (*195),大部分機構之業務重點與隱私無關甚或有衝突,交由各業務單位處理隱私可能造成多頭馬車,隱私保護實為專業,若有過失只需人受罰,201003,(*195),9
Ans3,31.隱私權之核心價值為 (*193),隱惡揚善,給犯錯的人一個機會,尊重個人之自主權,寬以待人,201003,(*193),9
Ans1,18.有關我國醫療憑證之敘述何者不正確？ (*185),醫療憑證由政府憑證管理中心(GCA)簽發,醫事人員憑證有如個人印鑑,醫事人員包含護士,醫事機構憑證有如醫療院所之關防,201010,(*185),9
Ans1,23.知情同意書(informed consent)設計的立論基礎是為了個人的何種權益?(*195),自主權 ,隱私權 ,工作權 ,受教權,201010,(*195),9
Ans3,25.下列何者為非？ (*173), RSA 為非對稱金鑰密碼系統, DES 為對稱金鑰密碼系統, PKI 的基礎為對稱金鑰密碼系統, 對稱金鑰系統加解密效率較佳,201010,(*173),9
Ans4,"26.下列有關隱私權之敘述何者正確? (*193,194)",對個人不會造成傷害的資料不算隱私資料, 保障個人隱私會造成治安問題，為公眾利益可犧牲個人隱私, 君子坦蕩蕩實在沒什麼隱私保護的問題,資訊隱私是指個人控制其個人資訊的權利,201010,"(*193,194)",9
Ans4,13.就我國「醫療憑證管理中心」下列描述何者有誤？(*177),以「公開金鑰系統」為基礎,結合使用「醫事機構」憑證 IC 卡來保障民眾就醫之私密性或敏感性資料,結合使用「醫事人員」憑證 IC 卡來保障民眾就醫之私密性或敏感性資料,「醫療憑證管理中心」由健保局主管維運,201103,(*177),9
Ans2,14.醫療紀錄之存取控制與一般之資料存取控制有極大的不同。就醫療紀錄之存取控制，下列描述何者為非？(*186),醫療紀錄的產生者是醫師，但其擁有者郤非醫師本人,醫療紀錄資訊與實體病歷的擁有者才有修改之權力,就資料庫角度而言，醫療紀錄之權限授予不以資料表為單位，而常僅是部份的資料,傳統資料存取權限權利取得後即鮮少失去，然醫療人員對於醫療紀錄存取權限取得後，一旦醫療結束後隨即失去,201103,(*186),9
Ans1、4,15.就隱私於醫療，下列描述何者為非？(*193-195),除非在緊急下，否則醫療人員不得在未經病人同意下，調閱病人在其他醫院的就醫資料,?私權是個人基本人權的一部份,讀取重大傷病於 IC 卡註記須醫事人員卡係為保障病人?私,?私屬個人資料，受「電腦處理個人資料保護法」的規範,201103,(*193-195),9
Ans2,36.在做遠端資料傳輸時，為避免資料被竊取，我們可以採用何種保護措施？ (*171),將資料壓縮 ,將資料加密 ,將資料解壓縮 ,將資料解密,201103,(*171),9
Ans4,38.為了滿足醫學研究倫理要求，需請受試者簽署知情同意書，某研究生為了方便只把簽名欄給受試者簽名，並沒有讓受試者閱讀說明文件，這樣做： (*195),合乎知情同意要求 ,為了節省時間是可以接受的作法,重點是要有簽名 ,以上皆非,201103,(*195),9
Ans2,34. 對 VPN(virtual private network)，下列敘述何者為非： (*167-170), 具降低成本又兼具安全考量之好處, 是從公眾數據網路(public data network)中獨立出的實體線路單獨提供申請者/單位專用, 係透過特殊資料封裝方式與加解密技術來保護資料傳輸的安全, 係使用使用者與設備身分認證技術來確保非授權人員無法進入系統,201109,(*167-170),9
Ans2,37. 下列有關隱私權與個人隱私的描述何者不正確: (*199), 為個人基本人權的一部份 , 是唯一至高無上的價值, 資訊技術對個人隱私產生威脅 , 資訊技術也有可能用來提升個人隱私保護,201109,(*199),9
Ans4,12. 下列有關個人資訊隱私之敘述何者正確? (*193-194), 個人資訊隱私神聖不可侵犯，是至高無上的價值, 為了研究方便可以不需要理會隱私問題, 只要行事坦蕩，其實不需要在意隱私, 個人資訊隱私可以視為其對個人資訊之控制權,201203,(*193-194),9
Ans2,"15. 現行我國行政院衛生署推動之 HCA 認證中，可用於病人就診時讀取病人重大傷病等病人?私資料者為? (*176,185 實務題)", 醫療機構卡 , 醫事人員卡 , 病人 IC 卡 , 自然人憑證。,201203,"(*176,185 實務題)",9
Ans4,22. 就我國「醫療憑證管理中心」下列描述何者有誤? (*177), 以「公開金鑰系統」為基礎, 結合使用「醫事機構」憑證 IC 卡來保障民眾就醫之私密性資料, 結合使用「醫事人員」憑證 IC 卡來保障民眾就醫之私密性資料, 「醫療憑證管理中心」由健保局主管維運,201203,(*177),9
Ans3,23.「電子簽章法案」是規範電子簽章的相關作業，確立電子簽章的法律效力，做為電子商務與電子資料交換的作業基準；下列那些原則是此法建立的基礎? (*182-183), 技術中立、資料完整、契約自由 , 技術中立、資料完整、市場導向, 技術中立、契約自由、市場導向 , 資料完整、契約自由、市場導向,201203,(*182-183),9
Ans2,24. 醫療紀錄之存取控制與一般之資料存取控制有極大的不同。就醫療紀錄之存取控制，下列描述何者為非? (*186), 醫療紀錄的產生者是醫師，但其擁有者卻非醫師本人, 醫療紀錄資訊與實體病歷的擁有者才有修改之權力, 就資料庫角度而言，醫療紀錄之權限授予不以資料表為單位，而常僅是部份的資料, 傳統資料存取權限權利取得後即鮮少失去，然醫療人員對於醫療錄存取權限取得後，一旦醫療結束後隨即失去,201203,(*186),9
Ans4,"25. 下列有關隱私權之敘述何者正確? (*193,194)", 對個人不會造成傷害的資料不算隱私資料, 保障個人隱私會造成治安問題，為公眾利益可犧牲個人隱私, 君子坦蕩蕩實在沒什麼隱私保護的問題, 資訊隱私是指個人控制其個人資訊的權利,201203,"(*193,194)",9
Ans1,28. 知情同意書(informed consent form)設計的立論基礎是為了個人的何種權益? (*196), 自主權 , 隱私權 , 工作權 , 受教權,201203,(*196),9
Ans2,24. 虛擬私有網路 VPN 的英文全名為 (*168), Virtual Public Network , Virtual Private Network, Vector Public Network , Vector Private Network,201211,(*168),9
Ans4,26. 下列何者不是目前電子病歷交換單張所用到的資訊技術？ (*181), Electronic Signature , CDA , DICOM , Digital Filter,201211,(*181),9
Ans4,27. 「個人資料保護法」第 6 條規定「有關醫療、基因、性生活、健康檢查及犯罪前科之個人資料，不得蒐集、處理或利用」，但有仍有四項情形不在此限，請問下列「隱私權價值」陳述何者是正確的? (*194-195), 隱私權並不是唯一至高的價值 , 隱私保護為基本人權, 隱私保護需與其他重要的價值取得平衡 , 以上皆是,201211,(*194-195),9
Ans1,28. 自 2012-10-01 開始施行的「個人資料保護法」，共有 56 條，其中第 6 條規定「有關醫療、基因、性生活、健康檢查及犯罪前科之個人資料，不得蒐集、處理或利用」，是直接與醫療有關的條文。而「個人資料保護法」的精神是「在充分告知下行使之同意權(Informed Consent)」，請問此精神簡稱為何? (*195), 知情同意權 , 知情告知權 , 資訊授意權 , 資訊告知權,201211,(*195),9
Ans4,29. 資料庫之應用可以依資料與使用者的關係可分為三種形式，下列何者不屬於這三種形式? (*196), 公開資料庫 , 資料中心 , 多資料庫連結 , 索引資料庫,201211,(*196),9
Ans1,13: 下列有關加解密技術之描述何者正確 ? (*169),非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,傳輸大量的資料一般會用非對稱性加密系統直接加密之,醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,201303,(*169),9
Ans3,"39: 下列與電子簽章有關之敘述，何者有誤 ? (*172-175, 181-182)",我國電子簽章法係 2011 年立法通過,我國電子病歷採電子簽章係為取代醫師人工簽章,我國電子病歷採用之電子簽章加解密方式係採對稱式(正向),電子簽章的立法三大原則為「技術中立」、「契約自由」及「市場導向」。,201303,"(*172-175, 181-182)",9
Ans4,40: 對於醫療資訊之揭露與隱私保障，下列敘述何者有誤 ? (*193-198),就醫或體檢紀錄都屬於個人隱私，受法律保護範圍,我國對隱私保護的法規(簡稱)為個資法,表現個人控制其隱私權之核心概念在於行使知情同意權,病歷因必須在醫院間方便轉診及避免重複醫療，故可不須經當事人同意下於醫療機構間交換。,201303,(*193-198),9
